epoch,phase,train_loss,train_acc,val_loss,val_acc,val_macro_f1
0,head,1.5746,0.2777,1.5495,0.3427,0.2957
1,head,1.5047,0.3607,1.4996,0.3656,0.3487
2,head,1.4535,0.3980,1.4789,0.3831,0.3724
3,full,1.3703,0.4558,1.3630,0.4516,0.4503
4,full,1.2529,0.5107,1.2494,0.5108,0.5097
5,full,1.1190,0.5804,1.1152,0.5632,0.5602
6,full,0.9776,0.6324,1.0013,0.6129,0.6059
7,full,0.8695,0.6720,0.8934,0.6505,0.6473
8,full,0.7518,0.7272,0.8158,0.6707,0.6705
9,full,0.6619,0.7596,0.7710,0.7164,0.7174
10,full,0.5747,0.7937,0.6957,0.7513,0.7496
11,full,0.5076,0.8205,0.6762,0.7581,0.7582
12,full,0.4669,0.8333,0.6439,0.7903,0.7896
13,full,0.4058,0.8569,0.6633,0.7634,0.7643
14,full,0.3561,0.8700,0.6496,0.7742,0.7756
15,full,0.3148,0.8871,0.6138,0.7876,0.7875
16,full,0.2792,0.9001,0.6215,0.7782,0.7775
17,full,0.2656,0.9081,0.5975,0.8038,0.8030
18,full,0.2396,0.9141,0.5883,0.8091,0.8093
19,full,0.2104,0.9280,0.6124,0.8132,0.8125
20,full,0.1898,0.9337,0.6220,0.8159,0.8165
21,full,0.1669,0.9468,0.6382,0.7930,0.7913
22,full,0.1557,0.9448,0.5767,0.8239,0.8238
23,full,0.1428,0.9454,0.6245,0.8118,0.8111
24,full,0.1372,0.9494,0.6229,0.8159,0.8166
25,full,0.1197,0.9582,0.6277,0.8172,0.8170
26,full,0.1163,0.9627,0.6494,0.8239,0.8239
27,full,0.1047,0.9650,0.6268,0.8320,0.8322
28,full,0.1027,0.9627,0.6182,0.8306,0.8301
29,full,0.0818,0.9738,0.6633,0.8239,0.8233
