epoch,phase,train_loss,train_acc,val_loss,val_acc,val_macro_f1
0,head,6.3664,0.2185,4.7762,0.2675,0.2590
1,head,4.8084,0.2814,3.9663,0.2890,0.2843
2,head,4.1306,0.3070,3.6160,0.3280,0.3239
3,full,2.1972,0.4657,1.0992,0.6102,0.6033
4,full,0.8422,0.6888,0.7440,0.7379,0.7334
5,full,0.4808,0.8259,0.6143,0.8105,0.8107
6,full,0.3156,0.8888,0.5222,0.8172,0.8167
7,full,0.2162,0.9220,0.7308,0.7849,0.7865
8,full,0.1766,0.9326,0.6108,0.8199,0.8203
9,full,0.1620,0.9451,0.5587,0.8374,0.8358
10,full,0.1235,0.9550,0.6571,0.8374,0.8381
11,full,0.1142,0.9596,0.7303,0.8374,0.8399
12,full,0.0991,0.9687,0.6805,0.8239,0.8236
13,full,0.0903,0.9656,0.6132,0.8239,0.8228
14,full,0.0801,0.9713,0.6459,0.8535,0.8541
15,full,0.0877,0.9724,0.5474,0.8656,0.8658
16,full,0.0732,0.9792,0.6247,0.8737,0.8740
17,full,0.0647,0.9767,0.5318,0.8696,0.8699
18,full,0.0593,0.9775,0.6875,0.8548,0.8541
19,full,0.0584,0.9804,0.5754,0.8737,0.8731
20,full,0.0489,0.9835,0.6263,0.8817,0.8824
21,full,0.0489,0.9844,0.6085,0.8508,0.8514
22,full,0.0573,0.9812,0.6552,0.8683,0.8687
23,full,0.0523,0.9855,0.5936,0.8629,0.8646
24,full,0.0429,0.9858,0.7178,0.8508,0.8523
25,full,0.0424,0.9866,0.6017,0.8831,0.8833
26,full,0.0445,0.9852,0.6194,0.8710,0.8714
27,full,0.0423,0.9849,0.6343,0.8602,0.8598
28,full,0.0396,0.9875,0.6577,0.8669,0.8670
29,full,0.0464,0.9863,0.5647,0.8669,0.8672
