epoch,phase,train_loss,train_acc,val_loss,val_acc,val_macro_f1
0,head,1.5308,0.3260,1.4306,0.4059,0.3888
1,head,1.4318,0.3949,1.3661,0.4288,0.4221
2,head,1.3775,0.4239,1.3579,0.4274,0.4189
3,full,1.2907,0.4694,1.1981,0.5255,0.5208
4,full,0.9472,0.6404,1.0212,0.6183,0.6268
5,full,0.6967,0.7388,0.8021,0.7016,0.6969
6,full,0.5448,0.7991,0.6499,0.7728,0.7759
7,full,0.4287,0.8455,0.6096,0.7782,0.7786
8,full,0.3543,0.8657,0.6792,0.7581,0.7552
9,full,0.2910,0.8950,1.1371,0.6895,0.6849
10,full,0.2798,0.9064,0.5142,0.8239,0.8253
11,full,0.2481,0.9090,0.6445,0.8024,0.8025
12,full,0.2245,0.9169,0.5750,0.8306,0.8323
13,full,0.1816,0.9354,0.8777,0.7755,0.7791
14,full,0.1780,0.9343,0.5744,0.8401,0.8409
15,full,0.1660,0.9391,0.6050,0.8306,0.8292
16,full,0.1478,0.9440,0.6508,0.8333,0.8310
17,full,0.1379,0.9545,0.5823,0.8374,0.8387
18,full,0.1495,0.9522,0.6021,0.8306,0.8302
19,full,0.1240,0.9533,0.7587,0.8172,0.8156
20,full,0.1215,0.9573,0.7124,0.8199,0.8199
