epoch,phase,train_loss,train_acc,val_loss,val_acc,val_macro_f1
0,head,3.1010,0.2358,2.7089,0.2688,0.2680
1,head,2.3870,0.2930,2.3500,0.3132,0.3135
2,head,2.0681,0.3394,2.1863,0.3253,0.3258
3,full,1.7185,0.4193,1.5715,0.4449,0.4206
4,full,0.9640,0.6367,1.4077,0.4960,0.4817
5,full,0.6321,0.7627,1.2579,0.5806,0.5846
6,full,0.3674,0.8649,1.3432,0.5847,0.5799
7,full,0.2424,0.9152,1.6575,0.5484,0.5433
8,full,0.1964,0.9275,1.9256,0.5027,0.4837
9,full,0.1599,0.9431,1.7796,0.5645,0.5698
10,full,0.1498,0.9477,1.7354,0.6048,0.6012
11,full,0.1347,0.9528,1.7279,0.5981,0.5939
12,full,0.1340,0.9496,1.9619,0.6304,0.6212
13,full,0.1286,0.9542,1.9213,0.5914,0.5948
14,full,0.0949,0.9676,2.2661,0.5887,0.5719
15,full,0.1095,0.9627,1.8095,0.6035,0.6046
16,full,0.0988,0.9667,1.9126,0.6237,0.6184
17,full,0.0998,0.9684,2.4593,0.5417,0.5249
18,full,0.0822,0.9724,2.2545,0.6008,0.5844
